date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:33:12	53572/53572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Aug%202018%2006:33:06%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Icons.eot?v=2.2.2	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Icons6c54.eot	(from http://kamleshyadav.com/html/catering/catering-default/css/simple-line-icons.css)
09:33:13	53572/53572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Aug%202018%2006:33:06%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Icons.eot?	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Iconsd41d.eot	(from http://kamleshyadav.com/html/catering/catering-default/css/simple-line-icons.css)
09:33:16	53368/53368	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2002%20Aug%202018%2006:33:09%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Icons.ttf?v=2.2.2	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Icons6c54.ttf	(from http://kamleshyadav.com/html/catering/catering-default/css/simple-line-icons.css)
09:33:17	26384/26384	---MCZ	200	added ('OK')	text/plain	date:Thu,%2002%20Aug%202018%2006:33:15%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Icons.woff2?v=2.2.2	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Icons6c54.woff2	(from http://kamleshyadav.com/html/catering/catering-default/css/simple-line-icons.css)
09:33:19	197492/197492	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Aug%202018%2006:33:19%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Icons.svg?v=2.2.2	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Icons6c54.svg	(from http://kamleshyadav.com/html/catering/catering-default/css/simple-line-icons.css)
09:33:21	9328/9328	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Aug%202018%2006:33:19%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Flaticon.eot	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Flaticon.eot	(from http://kamleshyadav.com/html/catering/catering-default/css/flaticon.css)
09:33:22	6332/6332	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2002%20Aug%202018%2006:33:23%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Flaticon.woff	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Flaticon.woff	(from http://kamleshyadav.com/html/catering/catering-default/css/flaticon.css)
09:33:22	53444/53444	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2002%20Aug%202018%2006:33:15%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Icons.woff?v=2.2.2	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Simple-Line-Icons6c54.woff	(from http://kamleshyadav.com/html/catering/catering-default/css/simple-line-icons.css)
09:33:22	142072/142072	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2002%20Aug%202018%2006:33:00%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/fontawesome-webfont.ttf?v=4.5.0	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/fontawesome-webfont3295.ttf	(from http://kamleshyadav.com/html/catering/catering-default/css/font-awesome.css)
09:33:23	9328/9328	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Aug%202018%2006:33:24%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Flaticon.eot?	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Flaticond41d.eot	(from http://kamleshyadav.com/html/catering/catering-default/css/flaticon.css)
09:33:23	9152/9152	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2002%20Aug%202018%2006:33:25%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Flaticon.ttf	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Flaticon.ttf	(from http://kamleshyadav.com/html/catering/catering-default/css/flaticon.css)
09:33:25	53936/53936	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Aug%202018%2006:33:25%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Flaticon.svg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Flaticon.svg	(from http://kamleshyadav.com/html/catering/catering-default/css/flaticon.css)
09:33:26	21148/21148	---MCZ	200	added ('OK')	text/plain	date:Thu,%2002%20Aug%202018%2006:33:26%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/AbrilFatface-Regular.woff2	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/AbrilFatface-Regular.woff2	(from http://kamleshyadav.com/html/catering/catering-default/css/fonts.css)
09:33:28	29280/29280	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2002%20Aug%202018%2006:33:28%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/AbrilFatface-Regular.woff	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/AbrilFatface-Regular.woff	(from http://kamleshyadav.com/html/catering/catering-default/css/fonts.css)
09:33:29	19340/19340	---MCZ	200	added ('OK')	text/plain	date:Thu,%2002%20Aug%202018%2006:33:28%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Niconne-Regular.woff2	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Niconne-Regular.woff2	(from http://kamleshyadav.com/html/catering/catering-default/css/fonts.css)
09:33:30	25024/25024	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2002%20Aug%202018%2006:33:29%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Niconne-Regular.woff	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Niconne-Regular.woff	(from http://kamleshyadav.com/html/catering/catering-default/css/fonts.css)
09:33:31	12180/12180	---MCZ	200	added ('OK')	text/plain	date:Thu,%2002%20Aug%202018%2006:33:30%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Montserrat-Regular.woff2	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Montserrat-Regular.woff2	(from http://kamleshyadav.com/html/catering/catering-default/css/fonts.css)
09:33:31	17256/17256	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2002%20Aug%202018%2006:33:31%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Montserrat-Regular.woff	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Montserrat-Regular.woff	(from http://kamleshyadav.com/html/catering/catering-default/css/fonts.css)
09:33:31	12288/12288	---MCZ	200	added ('OK')	text/plain	date:Thu,%2002%20Aug%202018%2006:33:32%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Montserrat-Bold.woff2	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Montserrat-Bold.woff2	(from http://kamleshyadav.com/html/catering/catering-default/css/fonts.css)
09:33:32	3131/3131	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:33%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-1.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-1.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/switcher.css)
09:33:32	17312/17312	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2002%20Aug%202018%2006:33:33%20GMT	http://kamleshyadav.com/html/catering/catering-default/fonts/Montserrat-Bold.woff	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/fonts/Montserrat-Bold.woff	(from http://kamleshyadav.com/html/catering/catering-default/css/fonts.css)
09:33:32	1569/1569	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:34%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-2.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-2.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/switcher.css)
09:33:33	1789/1789	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:35%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-3.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-3.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/switcher.css)
09:33:34	10758/10758	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:35%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-4.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-4.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/switcher.css)
09:33:34	8005/8005	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:36%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-5.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-5.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/switcher.css)
09:33:35	3925/3925	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:37%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-6.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-6.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/switcher.css)
09:33:35	12881/12881	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:37%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-7.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-7.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/switcher.css)
09:33:36	11677/11677	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:38%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-8.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/patterns/pattern-8.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/switcher.css)
09:33:50	74014/74014	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:40%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/subs_bg.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/subs_bg.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:33:52	116827/116827	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:38%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/services/chart.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/services/chart.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:33:54	4850/4850	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Aug%202018%2006:33:55%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/shadow.png	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/shadow.png	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:34:05	63505/63505	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:56%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/slider/wrapper2.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/slider/wrapper2.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:34:17	260960/260960	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:39%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/dishes/dish_bg.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/dishes/dish_bg.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:34:18	77822/77822	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:34:07%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/slider/wrapper3.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/slider/wrapper3.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:34:24	304334/304334	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:39%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/news/news_bg.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/news/news_bg.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:34:32	93550/93550	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:34:20%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/slider/wrapper4.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/slider/wrapper4.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:34:35	297072/297072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:33:53%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/book_bg.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/book_bg.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:34:35	111151/111151	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:34:21%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/slider/wrapper5.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/slider/wrapper5.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:34:45	88257/88257	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:34:37%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/about/testi_about.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/about/testi_about.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:34:47	223941/223941	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Aug%202018%2006:34:29%20GMT	http://kamleshyadav.com/html/catering/catering-default/images/about/best_about.jpg	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/images/about/best_about.jpg	(from http://kamleshyadav.com/html/catering/catering-default/css/style.css)
09:34:56	154628/154628	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Aug%202018%2006:34:41%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/owl/owl.video.play.png	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/owl/owl.video.play.b0.delayed	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/owl/owl.carousel.css)
09:34:57	1009/1009	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Aug%202018%2006:34:58%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/pattern.png	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/pattern.png	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/layers.css)
09:34:57	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Aug%202018%2006:34:59%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/fonts/revicons/revicons.eot?5510888	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/fonts/revicons/revicons90c6.eot	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:34:58	7536/7536	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2002%20Aug%202018%2006:34:59%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/fonts/revicons/revicons.woff?5510888	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/fonts/revicons/revicons90c6.woff	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:34:58	11968/11968	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2002%20Aug%202018%2006:35:00%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/fonts/revicons/revicons.ttf?5510888	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/fonts/revicons/revicons90c6.ttf	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:34:59	13691/13691	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Aug%202018%2006:35:01%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/fonts/revicons/revicons.svg?5510888	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/fonts/revicons/revicons90c6.svg	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:35:30	281/281	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Aug%202018%2006:35:02%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/openhand.cur	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/openhand.cur	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:36:03	281/281	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Aug%202018%2006:35:34%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/closedhand.cur	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/closedhand.b7.delayed	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:36:04	933/933	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Aug%202018%2006:36:06%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/gridtile.png	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/gridtile.png	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:36:04	931/931	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Aug%202018%2006:36:06%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/gridtile_white.png	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/gridtile_white.png	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:36:05	938/938	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Aug%202018%2006:36:06%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/gridtile_3x3.png	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/gridtile_3x3.png	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:36:05	935/935	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Aug%202018%2006:36:07%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/gridtile_3x3_white.png	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/gridtile_3x3_white.png	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:36:24	154628/154628	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Aug%202018%2006:36:08%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/images/gradient/g30.png	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/images/gradient/g30.png	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:36:44	154628/154628	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Aug%202018%2006:36:27%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/images/gradient/g40.png	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/images/gradient/g40.bd.delayed	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:36:45	184/184	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Aug%202018%2006:36:47%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/coloredbg.png	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/coloredbg.png	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
09:36:46	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2002%20Aug%202018%2006:36:48%20GMT	http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/loader.gif	F:/Templates/Catering/kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/assets/loader.gif	(from http://kamleshyadav.com/html/catering/catering-default/js/plugins/revolution/css/settings.css)
